-2145773645,"A2008N002","NAITANUI N.","West Coast","Bastards",1,0,0,"Rookie","NAITANUI","NICHOLAS","Naitanui, N","N.Naitanui","Nick Naitanui","Naitanui Nicholas","Nick Naitanui",,,,,,"Ruckman-Tall",,,,382,20,0,0,0,"Injured (offseas surgery - rnd 4)
Type: Ruckman-Tall
Junior Ave: 381",0,0,0,"{D4A15C7C-BA69-49BA-9648-E2594DB9272D}",0,0,,22098,103,,164,
-2142427261,,"TARRANT T.","[none]",,0,0,0,"Rookie","TARRANT","THOMAS","Tarrant, T","T.Tarrant","Thomas Tarrant","Tarrant Thomas","Thomas Tarrant",,,,,,,,,,,,0,0,0,,,,0,"{451F4417-54A3-4E5A-B88D-24EA5FDF935B}",0,,,1,1,,55,
-2141854056,"A2003N007","TENACE K.","Geelong",,0,0,0,"Onballer","TENACE","KANE","Tenace, K","K.Tenace","Kane Tenace","Tenace Kane","Kane Tenace",309,1,"CT",,,,340,4,"CT",,,0,0,0,,0,0,0,"{61FD4536-BF1E-4F01-91D9-7E2565D5BD12}",0,0,0,20187,1,,132,
-2127272467,,"CLARKE C.","[none]",,0,0,0,"Rookie","CLARKE","CRAIG","Clarke, C","C.Clarke","Craig Clarke","Clarke Craig","Craig Clarke",,,,,,,,,,,,0,0,0,,,,0,"{4F3069A7-E828-487F-9BA3-7F1216F47F7B}",0,,,1,1,,55,
-2126470498,"A2005N011","HIGGINS S.","Western","Calypsos",1,0,0,"Forward Utility","HIGGINS","SHAUN","Higgins, S","S.Higgins","Shaun Higgins","Higgins Shaun","Shaun Higgins",331,7,"CT",,,,,,,,,0,0,0,,0,0,0,"{A039BD62-C440-4098-8C1F-CC825BDA2AA1}",0,0,0,20187,1,,55,
-2125507380,"A2003R015","MAXWELL N.","Collingwood","Animals",0,0,0,"Defender","MAXWELL","NICK","Maxwell, N","N.Maxwell","Nick Maxwell","Maxwell Nick","Nick Maxwell",379,23,"BC",,,,413,3,"BP",,,0,0,0,,0,0,0,"{00A608E7-7949-4F81-B64F-34FBA8D8F2C9}",0,0,0,20187,1,,146,
-2118151684,"A1999N079","SINGH B.","[none]",,0,0,0,"Rookie","SINGH","BALRAJ","Singh, B","B.Singh","Balraj Singh","Singh Balraj","Balraj Singh",,,,,,,,,,,,0,0,0,,,,0,"{59E3039A-E43B-4E82-A9BF-A9B4C6B93DF8}",0,,,1,1,,55,
-2111480731,"A2009R021","GERMAN T.","Essendon",,0,0,1,"Rookie","GERMAN","THOMAS","German, T","T.German","Thomas German","German Thomas","Thomas German",,,,,,,,,,0,0,0,0,0,,0,0,0,"{86755643-0594-4A22-99D1-94F3C86E9674}",0,0,,11780,1,,55,
-2108994607,,"TAYLOR R.","[none]",,0,0,0,"Rookie","TAYLOR","ROBBIE","Taylor, R","R.Taylor","Robbie Taylor","Taylor Robbie","Robbie Taylor",,,,,,,,,,,,0,0,0,,,,0,"{7B20BC64-FFE9-4C71-B220-E89EC6DC18E6}",0,,,1,1,,55,
-2101812253,"A2007R049","HARDY P.","[none]",,0,0,0,"Rookie","HARDY","PETER","Hardy, P","P.Hardy","Peter Hardy","Hardy Peter","Peter Hardy",,,,,,"Utility-Med",,,,,,0,0,0,,0,0,0,"{103EB7E3-2ACD-424E-A83F-519A82E9C3FC}",0,0,,1,1,,55,
-2100519386,"A2004R049","PLEMING S.","[none]",,0,0,0,"Rookie","PLEMING","SAM","Pleming, S","S.Pleming","Sam Pleming","Pleming Sam","Sam Pleming",,,,,,,,,,,,0,0,0,,0,0,0,"{B3351220-281F-4E90-855E-18BAE5D9E5DE}",0,0,,1,1,,55,
-2092301635,"A1994N059","SAUNDERS N.","[none]",,0,0,0,"Rookie","SAUNDERS","NATHAN","Saunders, N","N.Saunders","Nathan Saunders","Saunders Nathan","Nathan Saunders",,,,,,,,,,,,0,0,0,,0,0,0,"{D0006350-D2B2-4280-9038-913FC487DE88}",0,0,,1,1,,55,
-2089813584,"A2008N046","ROUNDS L.","Collingwood",,0,0,0,"Rookie","ROUNDS","LUKE","Rounds, L","L.Rounds","Luke Rounds","Rounds Luke","Luke Rounds",,,,,,,,,,0,0,0,0,0,,0,0,0,"{6F38370B-5740-499E-920D-94F58885C99C}",0,0,,11779,1,,55,
-2089280892,"A2002N038","GRIMA B.","[none]",,0,0,0,"Onballer","GRIMA","BLAKE","Grima, B","B.Grima","Blake Grima","Grima Blake","Blake Grima",242,7,"CT",,,,,,,,,0,0,0,,0,0,0,"{52F5530F-E53F-4BC9-8E24-979FE98FEE9C}",0,0,,7065,1,,55,
-2085143961,"A1998R003","RIOLI D.","[none]",,0,0,0,"Forward Utility","RIOLI","DEAN","Rioli, D","D.Rioli","Dean Rioli","Rioli Dean","Dean Rioli",269,11,"CT",,,,,,,,,0,24,8,,,,30,"{95B91320-BF39-45F2-966F-C72898062795}",0,,,1,1,,55,
-2083665512,"A2002N070","LOKAN M.","[none]",,0,0,0,"Unclassified","LOKAN","MATTHEW","Lokan, M","M.Lokan","Matthew Lokan","Lokan Matthew","Matthew Lokan",208,,,,,,,,,,,0,0,0,,0,0,0,"{DA924288-F204-4319-A275-3A7FC55F1CF5}",0,0,,1,1,,55,
-2082477145,"A2004N016","PATTISON A.","Richmond","Legends",0,0,0,"Ruckman Forward","PATTISON","ADAM","Pattison, A","A.Pattison","Adam Pattison","Pattison Adam","Adam  Pattison",298,18,"RK",,,,,,,,,0,0,0,,0,0,0,"{9A08E533-7787-4945-94AB-C23AB0577C2F}",0,0,0,20187,1,,146,
-2064555304,"A2004N038","MCCORMACK D.","[none]",,0,0,0,"Rookie","MCCORMACK","DAMIAN","Mccormack, D","D.Mccormack","Damien McCormack","McCormack Damian","Damien McCormack",211,4,"BC",,,,,,,,,0,0,0,,0,0,0,"{964AF33B-7FBB-40BB-A63D-F344591581A9}",0,0,0,1,1,,55,
-2061284580,"A2007N046","ARMFIELD D.","Carlton",,0,0,0,"Unclassified","ARMFIELD","DENNIS","Armfield, D","D.Armfield","Dennis Armfield","Armfield Dennis","Dennis Armfield",250,9,"CT",,,"Def-Med-Gen",243,3,"CT",507,3,0,0,0,"Type: Def-Med-Gen
Junior Ave: 507",0,0,0,"{CC4603C5-A99F-4D28-80EF-16B04343E93A}",0,0,,22097,1,,132,
-2056427530,"A2003N058","HUDSON B.","Western","Power",0,0,0,"Ruckman","HUDSON","BENJAMIN","Hudson, B","B.Hudson","Ben Hudson","Hudson Ben","Ben Hudson",374,23,"RK",,,,210,1,"RK",,,0,0,0,,0,0,0,"{9B1E66CD-F0E8-41D8-A49F-363CC4DAFFE6}",0,0,0,20187,1,,146,
-2052881841,"A2003R073","O'MAHONY D.","[none]",,0,0,0,"Rookie","O’MAHONY","DECLAN","O’mahony, D","D.O’mahony","Declan O’Mahony","O’Mahony Declan","Declan O’Mahony",,,,,,,,,,,,0,0,0,,0,0,0,"{7BF80BB9-A0BB-410F-B726-31C56A32E3A2}",0,0,,1,1,,55,
-2049106590,"A2008N062","SMITH A.","Saint Kilda",,0,0,0,"Rookie","SMITH","ALISTAIR","Smith, A","A.Smith","Alistair Smith","Smith Alistair","Alistair Smith",,,,,,,,,,0,0,0,0,0,,0,0,0,"{FCC369A3-921B-4626-8B64-718C129288DB}",0,0,,11780,1,,55,
-2044653232,"A2004N013","BATE M.","Melbourne","Desperados",1,0,0,"Onballer","BATE","MATTHEW","Bate, M","M.Bate","Matthew Bate","Bate Matthew","Matthew Bate",449,15,"CT",,,,,,,,,0,0,0,,0,0,0,"{BFE83542-1899-421E-832C-C0A57DD0C569}",0,0,0,20187,1,,55,
-2044222833,"A2008P007","MCGINNITY P.","West Coast",,0,0,0,"Rookie","MCGINNITY","PATRICK","Mcginnity, P","P.Mcginnity","Patrick McGinnity","McGinnity Patrick","Patrick McGinnity",,,,,,,138,1,"CT",,,0,0,0,"Injured (fractured jaw - rnd 3)",0,0,0,"{E37AA87B-1696-494C-A114-7F0FFBB7B5C5}",0,0,,,103,,132,
-2043136610,"A2006N017","HAMPSON S.","Carlton",,0,0,0,"Ruckman","HAMPSON","SEAN","Hampson, S","S.Hampson","Shaun Hampson","Hampson Shaun","Shaun Hampson",199,10,"RK",,,"Ruckman-Tall",237,2,"RK",,,0,0,0,,0,0,0,"{34E7DC30-24B4-47DA-A982-32F4BCA04799}",0,0,,20187,1,,132,
-2039449211,"A2000R002","CARROLL N.","[none]",,0,0,0,"Defender","CARROLL","NATHAN","Carroll, N","N.Carroll","Nathan Carroll","Carroll Nathan","Nathan Carroll",358,21,"BC",,,,,,,,,0,0,0,,,,0,"{9CD5CC25-CD3E-4EB1-88E8-E8FBAE9FF0A2}",0,,0,7065,1,,56,
-2039131436,"A2008R018","HILL L.","Carlton",,0,0,1,"Rookie","HILL","LACHIE","Hill, L","L.Hill","Lachie Hill","Hill Lachie","Lachie Hill",,,,,,,69,1,"CT",,,0,0,0,,0,0,0,"{879A920A-9F51-4138-A7F8-638EA20BC84E}",0,0,,,1,,132,
-2033268544,,"WEBB D.","[none]",,0,0,0,"Rookie","WEBB","DON","Webb, D","D.Webb","Don Webb","Webb Don","Don Webb",,,,,,,,,,,,0,0,0,,,,0,"{5C705126-075C-4BC7-A0A5-4F6B20974BC1}",0,,,1,1,,56,
